local_date_time_full,refresh_message,ID,main_ID,name,state_time_zone,time_zone,product_name,state,sort_order,wmo,history_product,local_date_time,aifstime_utc,lat,lon,apparent_t,cloud,cloud_base_m,cloud_oktas,cloud_type_id,cloud_type,delta_t,gust_kmh,gust_kt,air_temp,dewpt,press,press_qnh,press_msl,press_tend,rain_trace,rel_hum,sea_state,swell_dir_worded,swell_height,swell_period,vis_km,weather,wind_dir,wind_spd_kmh,wind_spd_kt,latlong
2020-08-17T06:30:00+02:00,Issued at  2:41 pm EST Monday 17 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,17/02:30pm,20200817043000,-37.8,145.0,12.8,-,,,,-,4.3,11,6,15.0,6.0,1007.3,1007.3,1007.3,-,0.0,55,-,-,,,10,-,SW,7,4,"-37.8, 145.0"
2020-08-17T07:00:00+02:00,Issued at  3:11 pm EST Monday 17 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,17/03:00pm,20200817050000,-37.8,145.0,13.2,-,,,,-,5.0,17,9,15.9,5.5,1007.1,1007.1,1007.1,-,0.0,50,-,-,,,10,-,WNW,9,5,"-37.8, 145.0"
2020-08-17T05:30:00+02:00,Issued at  1:41 pm EST Monday 17 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,17/01:30pm,20200817033000,-37.8,145.0,14.1,-,,,,-,4.9,9,5,15.8,5.7,1007.8,1007.8,1007.8,-,0.0,51,-,-,,,10,-,WNW,4,2,"-37.8, 145.0"
2020-08-17T18:30:00+02:00,Issued at  2:41 am EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/02:30am,20200817163000,-37.8,145.0,7.5,-,,,,-,1.9,30,16,11.6,7.7,1002.9,1002.9,1002.9,-,0.2,77,-,-,,,10,-,N,19,10,"-37.8, 145.0"
2020-08-17T19:00:00+02:00,Issued at  3:11 am EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/03:00am,20200817170000,-37.8,145.0,8.1,-,,,,-,1.7,22,12,11.4,7.9,1002.4,1002.4,1002.4,-,0.2,79,-,-,,,10,-,N,15,8,"-37.8, 145.0"
2020-08-17T20:30:00+02:00,Issued at  4:41 am EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/04:30am,20200817183000,-37.8,145.0,7.4,-,,,,-,1.4,30,16,11.0,8.2,1001.6,1001.6,1001.6,-,0.2,83,-,-,,,10,-,N,17,9,"-37.8, 145.0"
2020-08-17T21:00:00+02:00,Issued at  5:11 am EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/05:00am,20200817190000,-37.8,145.0,7.2,-,,,,-,1.3,30,16,10.5,7.9,1001.4,1001.4,1001.4,-,0.2,84,-,-,,,10,-,N,15,8,"-37.8, 145.0"
2020-08-17T21:30:00+02:00,Issued at  5:41 am EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/05:30am,20200817193000,-37.8,145.0,7.0,-,,,,-,1.3,24,13,10.7,8.1,1001.2,1001.2,1001.2,-,0.2,84,-,-,,,10,-,N,17,9,"-37.8, 145.0"
2020-08-17T22:00:00+02:00,Issued at  6:11 am EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/06:00am,20200817200000,-37.8,145.0,7.5,-,,,,-,1.2,26,14,10.7,8.3,1001.1,1001.1,1001.1,-,0.2,85,-,-,,,10,-,N,15,8,"-37.8, 145.0"
2020-08-17T22:30:00+02:00,Issued at  6:41 am EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/06:30am,20200817203000,-37.8,145.0,7.6,-,,,,-,1.2,20,11,10.5,8.1,1001.1,1001.1,1001.1,-,0.2,85,-,-,,,10,-,N,13,7,"-37.8, 145.0"
2020-08-17T23:00:00+02:00,Issued at  7:11 am EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/07:00am,20200817210000,-37.8,145.0,7.4,-,,,,-,1.0,17,9,10.3,8.2,1001.1,1001.1,1001.1,-,0.2,87,-,-,,,10,-,N,13,7,"-37.8, 145.0"
2020-08-18T00:00:00+02:00,Issued at  8:11 am EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/08:00am,20200817220000,-37.8,145.0,8.7,-,,,,-,1.2,13,7,10.8,8.4,1001.2,1001.2,1001.2,-,0.2,85,-,-,,,10,-,NNE,9,5,"-37.8, 145.0"
2020-08-17T13:30:00+02:00,Issued at  9:41 pm EST Monday 17 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,17/09:30pm,20200817113000,-37.8,145.0,9.6,-,,,,-,2.9,20,11,12.8,6.8,1005.9,1005.9,1005.9,-,0.0,67,-,-,,,10,-,N,13,7,"-37.8, 145.0"
2020-08-17T16:30:00+02:00,Issued at 12:41 am EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/12:30am,20200817143000,-37.8,145.0,8.1,-,,,,-,2.5,32,17,12.5,7.4,1004.1,1004.1,1004.1,-,0.2,71,-,-,,,10,-,N,20,11,"-37.8, 145.0"
2020-08-18T10:30:00+02:00,Issued at  6:41 pm EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/06:30pm,20200818083000,-37.8,145.0,8.6,-,,,,-,3.1,32,17,13.0,6.6,997.2,997.2,997.2,-,0.0,65,-,-,,,10,-,NNW,19,10,"-37.8, 145.0"
2020-08-19T16:30:00+02:00,Issued at 12:41 am EST Thursday 20 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,20/12:30am,20200819143000,-37.8,145.0,7.2,-,,,,-,2.2,20,11,10.3,5.5,997.2,997.2,997.2,-,3.6,72,-,-,,,10,-,WNW,11,6,"-37.8, 145.0"
2020-08-21T09:38:00+02:00,Issued at  5:41 pm EST Friday 21 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,21/05:38pm,20200821073800,-37.8,145.0,3.3,-,,,,-,1.7,37,20,7.9,3.9,1001.8,1001.8,1001.8,-,1.0,76,-,-,,,6,-,WNW,17,9,"-37.8, 145.0"
2020-08-21T22:30:00+02:00,Issued at  6:41 am EST Saturday 22 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,22/06:30am,20200821203000,-37.8,145.0,3.0,-,,,,-,1.4,22,12,6.5,3.3,1000.5,1000.5,1000.5,-,4.4,80,-,-,,,10,-,WNW,11,6,"-37.8, 145.0"
2020-08-22T00:30:00+02:00,Issued at  8:41 am EST Saturday 22 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,22/08:30am,20200821223000,-37.8,145.0,2.4,-,,,,-,1.4,26,14,6.7,3.5,1001.5,1001.5,1001.5,-,4.4,80,-,-,,,10,-,NW,15,8,"-37.8, 145.0"
2020-08-22T02:30:00+02:00,Issued at 10:41 am EST Saturday 22 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,22/10:30am,20200822003000,-37.8,145.0,5.6,-,,,,-,0.9,19,10,8.2,6.3,1002.0,1002.0,1002.0,-,0.8,88,-,-,,,10,-,NW,9,5,"-37.8, 145.0"
2020-08-22T07:30:00+02:00,Issued at  4:02 pm EST Saturday 22 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,22/03:30pm,20200822053000,-37.8,145.0,5.0,-,,,,-,0.2,15,8,7.1,6.7,1003.0,1003.0,1003.0,-,8.2,97,-,-,,,4,-,W,7,4,"-37.8, 145.0"
2020-08-22T08:11:00+02:00,Issued at  5:03 pm EST Saturday 22 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,22/04:11pm,20200822061100,-37.8,145.0,4.7,-,,,,-,0.4,17,9,7.6,6.7,1002.8,1002.8,1002.8,-,11.6,94,-,-,,,10,-,W,11,6,"-37.8, 145.0"
2020-08-22T08:11:00+02:00,Issued at  6:03 pm EST Saturday 22 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,22/04:11pm,20200822061100,-37.8,145.0,4.7,-,,,,-,0.4,17,9,7.6,6.7,1002.8,1002.8,1002.8,-,11.6,94,-,-,,,10,-,W,11,6,"-37.8, 145.0"
2020-08-22T22:01:00+02:00,Issued at  6:11 am EST Sunday 23 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,23/06:01am,20200822200100,-37.8,145.0,5.2,-,,,,-,0.0,22,12,7.8,7.7,1010.6,1010.6,1010.6,-,20.2,99,-,-,,,7,-,W,11,6,"-37.8, 145.0"
2020-08-23T10:30:00+02:00,Issued at  6:41 pm EST Sunday 23 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,23/06:30pm,20200823083000,-37.8,145.0,5.9,-,,,,-,3.1,24,13,9.9,2.7,1015.8,1015.8,1015.8,-,2.8,61,-,-,,,10,-,SSW,13,7,"-37.8, 145.0"
2020-08-23T18:00:00+02:00,Issued at  2:11 am EST Monday 24 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,24/02:00am,20200823160000,-37.8,145.0,4.2,-,,,,-,0.7,17,9,6.7,5.0,1018.8,1018.8,1018.8,-,2.8,89,-,-,,,10,-,W,7,4,"-37.8, 145.0"
2020-08-23T19:00:00+02:00,Issued at  3:11 am EST Monday 24 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,24/03:00am,20200823170000,-37.8,145.0,4.1,-,,,,-,0.5,13,7,6.5,5.3,1018.8,1018.8,1018.8,-,2.8,92,-,-,,,10,-,WSW,7,4,"-37.8, 145.0"
2020-08-23T21:00:00+02:00,Issued at  5:11 am EST Monday 24 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,24/05:00am,20200823190000,-37.8,145.0,4.7,-,,,,-,0.4,11,6,6.9,6.0,1019.5,1019.5,1019.5,-,2.8,94,-,-,,,10,-,W,7,4,"-37.8, 145.0"
2020-08-23T21:30:00+02:00,Issued at  5:41 am EST Monday 24 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,24/05:30am,20200823193000,-37.8,145.0,5.0,-,,,,-,0.5,15,8,7.2,6.0,1019.8,1019.8,1019.8,-,2.8,92,-,-,,,10,-,W,7,4,"-37.8, 145.0"
2020-08-23T22:00:00+02:00,Issued at  6:11 am EST Monday 24 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,24/06:00am,20200823200000,-37.8,145.0,4.7,-,,,,-,0.6,17,9,7.0,5.6,1020.2,1020.2,1020.2,-,2.8,91,-,-,,,10,-,WSW,7,4,"-37.8, 145.0"
2020-08-24T06:30:00+02:00,Issued at  2:41 pm EST Monday 24 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,24/02:30pm,20200824043000,-37.8,145.0,6.6,-,,,,-,2.0,28,15,10.7,6.3,1022.5,1022.5,1022.5,-,0.0,74,-,-,,,10,-,SSW,17,9,"-37.8, 145.0"
2020-08-24T11:30:00+02:00,Issued at  7:41 pm EST Monday 24 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,24/07:30pm,20200824093000,-37.8,145.0,7.7,-,,,,-,1.5,7,4,9.1,5.7,1025.0,1025.0,1025.0,-,0.0,79,-,-,,,10,-,WSW,2,1,"-37.8, 145.0"
2020-08-24T12:00:00+02:00,Issued at  8:11 pm EST Monday 24 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,24/08:00pm,20200824100000,-37.8,145.0,6.9,-,,,,-,2.0,13,7,9.4,4.8,1025.2,1025.2,1025.2,-,0.0,73,-,-,,,10,-,WNW,7,4,"-37.8, 145.0"
2020-08-25T23:30:00+02:00,Issued at  7:41 am EST Wednesday 26 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,26/07:30am,20200825213000,-37.8,145.0,5.0,-,,,,-,0.5,11,6,7.5,6.4,1030.8,1030.8,1030.8,-,0.0,93,-,-,,,10,-,N,9,5,"-37.8, 145.0"
2020-08-28T20:00:00+02:00,Issued at  4:11 am EST Saturday 29 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,29/04:00am,20200828180000,-37.8,145.0,6.4,-,,,,-,2.0,28,15,10.5,6.1,1026.7,1026.7,1026.7,-,0.0,74,-,-,,,10,-,N,17,9,"-37.8, 145.0"
2020-08-28T22:00:00+02:00,Issued at  6:11 am EST Saturday 29 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,29/06:00am,20200828200000,-37.8,145.0,5.3,-,,,,-,1.5,22,12,9.4,6.1,1027.2,1027.2,1027.2,-,0.0,80,-,-,,,10,-,N,17,9,"-37.8, 145.0"
2020-08-29T02:30:00+02:00,Issued at 10:41 am EST Saturday 29 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,29/10:30am,20200829003000,-37.8,145.0,9.6,-,,,,-,4.3,37,20,14.8,5.6,1027.2,1027.2,1027.2,-,0.0,54,-,-,,,10,-,N,22,12,"-37.8, 145.0"
2020-08-29T04:01:00+02:00,Issued at 12:11 pm EST Saturday 29 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,29/12:01pm,20200829020100,-37.8,145.0,10.2,-,,,,-,5.3,46,25,16.5,5.5,1025.7,1025.7,1025.7,-,0.0,48,-,-,,,10,-,N,28,15,"-37.8, 145.0"
2020-08-29T04:30:00+02:00,Issued at 12:41 pm EST Saturday 29 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,29/12:30pm,20200829023000,-37.8,145.0,10.9,-,,,,-,5.5,39,21,17.2,5.8,1025.3,1025.3,1025.3,-,0.0,47,-,-,,,10,-,N,28,15,"-37.8, 145.0"
2020-08-29T07:00:00+02:00,Issued at  3:11 pm EST Saturday 29 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,29/03:00pm,20200829050000,-37.8,145.0,13.4,-,,,,-,6.8,41,22,18.8,4.6,1023.5,1023.5,1023.5,-,0.0,39,-,-,,,10,-,N,22,12,"-37.8, 145.0"
2020-08-30T04:30:00+02:00,Issued at 12:41 pm EST Sunday 30 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,30/12:30pm,20200830023000,-37.8,145.0,12.4,-,,,,-,6.4,48,26,18.7,5.5,1014.6,1014.6,1014.6,-,0.0,42,-,-,,,10,-,N,28,15,"-37.8, 145.0"
2020-08-30T21:00:00+02:00,Issued at  5:11 am EST Monday 31 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,31/05:00am,20200830190000,-37.8,145.0,5.3,-,,,,-,1.3,17,9,7.8,4.9,1021.2,1021.2,1021.2,-,1.0,82,-,-,,,10,-,W,7,4,"-37.8, 145.0"
2020-08-31T07:00:00+02:00,Issued at  3:11 pm EST Monday 31 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,31/03:00pm,20200831050000,-37.8,145.0,8.0,-,,,,-,2.7,19,10,11.5,5.6,1024.8,1024.8,1024.8,-,0.0,67,-,-,,,10,-,S,13,7,"-37.8, 145.0"
2020-09-01T00:00:00+02:00,Issued at  8:11 am EST Tuesday  1 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,01/08:00am,20200831220000,-37.8,145.0,4.0,-,,,,-,0.9,13,7,6.9,4.9,1023.5,1023.5,1023.5,-,0.0,87,-,-,,,10,-,NE,9,5,"-37.8, 145.0"
2020-09-01T01:00:00+02:00,Issued at  9:11 am EST Tuesday  1 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,01/09:00am,20200831230000,-37.8,145.0,5.7,-,,,,-,1.8,13,7,8.6,4.6,1023.5,1023.5,1023.5,-,0.0,76,-,-,,,10,-,NE,9,5,"-37.8, 145.0"
2020-09-01T04:00:00+02:00,Issued at 12:11 pm EST Tuesday  1 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,01/12:00pm,20200901020000,-37.8,145.0,9.2,-,,,,-,4.8,22,12,13.6,2.8,1020.4,1020.4,1020.4,-,0.0,48,-,-,,,10,-,NNW,15,8,"-37.8, 145.0"
2020-09-01T15:00:00+02:00,Issued at 11:11 pm EST Tuesday  1 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,01/11:00pm,20200901130000,-37.8,145.0,7.6,-,,,,-,3.7,35,19,12.2,3.9,1013.7,1013.7,1013.7,-,0.0,57,-,-,,,10,-,N,17,9,"-37.8, 145.0"
2020-09-01T18:30:00+02:00,Issued at  2:41 am EST Wednesday  2 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,02/02:30am,20200901163000,-37.8,145.0,9.0,-,,,,-,4.2,32,17,13.5,4.4,1011.9,1011.9,1011.9,-,0.0,54,-,-,,,10,-,N,17,9,"-37.8, 145.0"
2020-09-01T20:30:00+02:00,Issued at  4:41 am EST Wednesday  2 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,02/04:30am,20200901183000,-37.8,145.0,9.5,-,,,,-,3.7,32,17,13.7,5.8,1011.6,1011.6,1011.6,-,0.0,59,-,-,,,10,-,N,17,9,"-37.8, 145.0"
2020-09-01T23:30:00+02:00,Issued at  7:41 am EST Wednesday  2 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,02/07:30am,20200901213000,-37.8,145.0,10.1,-,,,,-,4.7,22,12,14.3,4.0,1012.3,1012.3,1012.3,-,0.0,50,-,-,,,10,-,NNW,15,8,"-37.8, 145.0"
2020-09-02T01:00:00+02:00,Issued at  9:11 am EST Wednesday  2 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,02/09:00am,20200901230000,-37.8,145.0,10.8,-,,,,-,5.8,30,16,15.6,2.7,1010.6,1010.6,1010.6,-,0.0,42,-,-,,,10,-,N,17,9,"-37.8, 145.0"
2020-09-02T05:00:00+02:00,Issued at  1:11 pm EST Wednesday  2 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,02/01:00pm,20200902030000,-37.8,145.0,13.5,-,,,,-,8.3,61,33,21.4,4.5,1005.8,1005.8,1005.8,-,0.0,33,-,-,,,10,-,N,35,19,"-37.8, 145.0"
2020-09-02T11:00:00+02:00,Issued at  7:11 pm EST Wednesday  2 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,02/07:00pm,20200902090000,-37.8,145.0,14.4,-,,,,-,5.2,35,19,18.4,8.4,1007.3,1007.3,1007.3,-,0.0,52,-,-,,,10,-,N,19,10,"-37.8, 145.0"
2020-09-02T23:00:00+02:00,Issued at  7:11 am EST Thursday  3 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,03/07:00am,20200902210000,-37.8,145.0,9.8,-,,,,-,4.2,24,13,14.1,5.2,1008.9,1008.9,1008.9,-,0.0,55,-,-,,,10,-,N,17,9,"-37.8, 145.0"
2020-09-02T23:30:00+02:00,Issued at  7:41 am EST Thursday  3 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,03/07:30am,20200902213000,-37.8,145.0,10.5,-,,,,-,4.3,24,13,14.4,5.2,1009.1,1009.1,1009.1,-,0.0,54,-,-,,,10,-,N,15,8,"-37.8, 145.0"
2020-09-03T06:00:00+02:00,Issued at  2:11 pm EST Thursday  3 September 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,03/02:00pm,20200903040000,-37.8,145.0,13.5,-,,,,-,7.6,41,22,19.2,3.0,1008.2,1008.2,1008.2,-,0.0,34,-,-,,,10,-,NNW,22,12,"-37.8, 145.0"
2020-08-18T05:00:00+02:00,Issued at  1:11 pm EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/01:00pm,20200818030000,-37.8,145.0,11.9,-,,,,-,3.9,28,15,15.9,8.2,998.3,998.3,998.3,-,0.0,60,-,-,,,10,-,N,19,10,"-37.8, 145.0"
2020-08-18T05:30:00+02:00,Issued at  1:41 pm EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/01:30pm,20200818033000,-37.8,145.0,12.2,-,,,,-,5.5,26,14,16.8,5.4,997.9,997.9,997.9,-,0.0,47,-,-,,,10,-,NNW,19,10,"-37.8, 145.0"
2020-08-18T06:30:00+02:00,Issued at  2:41 pm EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/02:30pm,20200818043000,-37.8,145.0,9.7,-,,,,-,4.1,37,20,14.7,6.3,997.2,997.2,997.2,-,0.0,57,-,-,,,10,-,N,22,12,"-37.8, 145.0"
2020-08-18T09:00:00+02:00,Issued at  5:11 pm EST Tuesday 18 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,18/05:00pm,20200818070000,-37.8,145.0,10.4,-,,,,-,3.0,20,11,13.8,7.8,996.3,996.3,996.3,-,0.0,67,-,-,,,10,-,N,15,8,"-37.8, 145.0"
2020-08-19T10:30:00+02:00,Issued at  6:41 pm EST Wednesday 19 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,19/06:30pm,20200819083000,-37.8,145.0,9.3,-,,,,-,2.4,20,11,11.7,6.8,994.1,994.1,994.1,-,3.6,72,-,-,,,10,-,W,9,5,"-37.8, 145.0"
2020-08-19T14:00:00+02:00,Issued at 10:11 pm EST Wednesday 19 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,19/10:00pm,20200819120000,-37.8,145.0,7.4,-,,,,-,1.6,19,10,9.9,6.6,996.7,996.7,996.7,-,3.6,80,-,-,,,10,-,NW,9,5,"-37.8, 145.0"
2020-08-19T14:30:00+02:00,Issued at 10:41 pm EST Wednesday 19 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,19/10:30pm,20200819123000,-37.8,145.0,7.4,-,,,,-,1.6,13,7,9.9,6.6,996.8,996.8,996.8,-,3.6,80,-,-,,,10,-,NW,9,5,"-37.8, 145.0"
2020-08-19T15:30:00+02:00,Issued at 11:41 pm EST Wednesday 19 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,19/11:30pm,20200819133000,-37.8,145.0,6.9,-,,,,-,2.0,20,11,10.3,6.1,997.0,997.0,997.0,-,3.6,75,-,-,,,10,-,NW,13,7,"-37.8, 145.0"
2020-08-19T16:00:00+02:00,Issued at 12:11 am EST Thursday 20 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,20/12:00am,20200819140000,-37.8,145.0,7.4,-,,,,-,2.3,22,12,10.5,5.5,997.1,997.1,997.1,-,3.6,71,-,-,,,10,-,NW,11,6,"-37.8, 145.0"
2020-08-19T21:00:00+02:00,Issued at  5:11 am EST Thursday 20 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,20/05:00am,20200819190000,-37.8,145.0,7.3,-,,,,-,1.3,26,14,10.3,7.7,998.6,998.6,998.6,-,3.8,84,-,-,,,10,-,WNW,13,7,"-37.8, 145.0"
2020-08-21T07:30:00+02:00,Issued at  3:41 pm EST Friday 21 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,21/03:30pm,20200821053000,-37.8,145.0,5.5,-,,,,-,4.5,41,22,11.1,0.2,1000.6,1000.6,1000.6,-,0.0,47,-,-,,,10,-,NW,19,10,"-37.8, 145.0"
2020-08-21T20:30:00+02:00,Issued at  4:41 am EST Saturday 22 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,22/04:30am,20200821183000,-37.8,145.0,2.0,-,,,,-,1.5,37,20,6.7,3.1,1000.1,1000.1,1000.1,-,2.4,78,-,-,,,10,-,NNW,17,9,"-37.8, 145.0"
2020-08-22T01:30:00+02:00,Issued at  9:41 am EST Saturday 22 August 2020,IDV60901,IDV60900,Melbourne (Olympic Park),VIC,EST,Capital City Observations,Victoria,0,95936,IDV60901,22/09:30am,20200821233000,-37.8,145.0,3.1,-,,,,-,1.2,26,14,7.2,4.5,1001.7,1001.7,1001.7,-,0.0,83,-,-,,,10,-,NW,15,8,"-37.8, 145.0"
